,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),Bimestre,Ano,tempo,base = ultimo periodo
junho 2018,Turismo,2.923416452789908,2.563781070295753,0.44416072914048027,1.1040607119298955,0.09,1323198.05,0.1385410918093207,0.4347263016275571,0.06,1929932.06,3,2018,2018-06-20,90.64736560099134
agosto 2018,Turismo,2.916391570756347,2.5576203812972644,0.0842775534541806,1.18568524061513,0.09,1246618.65,0.24744835221310416,0.6811300195796391,0.07,1705086.35,4,2018,2018-08-20,90.86571318380062
outubro 2018,Turismo,2.889332123206241,2.5338897563514355,0.1950586807999723,1.3697426594785784,0.09,1067717.27,0.21682031261645512,0.8916305354224267,0.07,1506225.92,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Turismo,2.891056621083977,2.2953898606644105,0.009518820289390434,1.3800790106742788,0.08,838992.13,0.391681583814639,1.2838442889221324,0.08,927202.79,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Turismo,2.869413477364953,2.8098596127403974,0.6321961072372937,0.6321961072372937,0.08,2011145.6,0.0031502261910328123,0.0031502261910328123,0.0,2592090.66,1,2019,2019-02-20,92.35336841149692
abril 2019,Turismo,2.8316598868898932,2.772889587350669,0.27628239447210406,0.90016053947745,0.09,1752587.59,0.3716293836819021,0.374738161559383,0.07,2244302.47,2,2019,2019-04-20,93.584685514989
junho 2019,Turismo,2.827695931164033,2.7690079024040246,0.37868706650611716,1.2775874982491688,0.1,1397697.69,0.20849900706490612,0.5827125839140669,0.07,2048905.8,3,2019,2019-06-20,93.71587555770597
agosto 2019,Turismo,2.819218753255037,2.4947426325973816,0.08641596985213335,1.360173375764426,0.1,1066468.69,0.30057850756402554,0.8815441715956507,0.08,1516369.0,4,2019,2019-08-20,93.99767211892802
outubro 2019,Turismo,2.817526094315583,2.233500779746696,0.13377075907808983,1.493127486747707,0.09,696351.75,0.2311418666471948,1.1121567591222197,0.08,1054670.5,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Turismo,2.770920409055376,1.95677986727443,0.06588386087700675,1.5343130032717995,0.09,404030.8,0.32988047964783146,1.4236406645625448,0.08,509873.5,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Turismo,2.2481840153255384,2.1441014220234305,0.640958709517358,0.640958709517358,0.08,1444182.61,0.10601644788566145,0.10601644788566145,0.04,1958142.0,1,2020,2020-02-20,96.07754459935659
abril 2020,Turismo,2.253574778403007,2.0522136986660717,0.20060988814413433,0.8431055076839344,0.08,1158902.61,0.18593261644280973,0.2922032737477049,0.05,1686929.83,2,2020,2020-04-20,95.84771806554745
junho 2020,Turismo,2.2562568028182803,2.054656079233128,0.05972520669726915,0.9038341111080083,0.07,1101725.41,0.00016679587327501062,0.29271782658113243,0.04,1686770.15,3,2020,2020-06-20,95.73378337527687
agosto 2020,Turismo,2.2427387560601466,1.9730234630194226,-0.09264172350495857,0.8057771920631217,0.06,1124184.41,0.018111859807551506,0.3090759085112189,0.03,1602561.47,4,2020,2020-08-20,96.3108161467056
outubro 2020,Turismo,2.209221115060378,1.9435367062855355,0.011143270392862415,0.8048781545516883,0.05,1113289.41,0.005103075762527754,0.30955985718408274,0.02,1597572.09,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Transporte,0.4282197868350646,0.4282197868350646,0.3252345136717937,0.3252345136717937,0.05,88983.63,0.035583895361710895,0.035583895361710895,0.02,339254.01,1,2017,2017-02-20,86.40422777626367
abril 2017,Transporte,0.4265512284356619,0.4265512284356619,0.0050970450831629936,0.3290642824724345,0.03,84562.34,0.05413065359899396,0.08957589631242795,0.02,292299.88,2,2017,2017-04-20,86.74221883194232
junho 2017,Transporte,0.4262069461426546,0.4262069461426546,0.0015493198447618119,0.33034800466288433,0.03,83217.34,0.059105031555585,0.14860862847482229,0.02,240989.45,3,2017,2017-06-20,86.81228763366008
agosto 2017,Transporte,0.42437619977791563,0.4415806403094527,0.0,0.32892901462973523,0.02,98217.34,0.04709420826093846,0.19506449728866487,0.02,214929.52,4,2017,2017-08-20,87.18679327295646
outubro 2017,Transporte,0.4219176696272662,0.4390224400175608,0.0,0.32702343674786105,0.02,98217.34,0.04682137832610453,0.19393443403781238,0.02,214929.52,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Transporte,0.41888506043163964,0.37926079795837647,-0.04009984419268517,0.3237980158590433,0.02,48990.12,0.046139974303405974,0.3020982979703639,0.02,68157.42,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Transporte,0.46134280274246126,0.46134280274246126,0.2865359527162259,0.2865359527162259,0.04,155352.61,0.024251834697775258,0.024251834697775258,0.01,388447.15,1,2018,2018-02-20,88.87100818799969
abril 2018,Transporte,0.459913553512709,0.459913553512709,0.0,0.28564825860399196,0.03,155352.61,0.04414725904533736,0.0683239610741822,0.01,349091.11,2,2018,2018-04-20,89.14718795924118
junho 2018,Transporte,0.4523021681674952,0.4523021681674952,0.0016497997377914366,0.2825706939211907,0.02,153857.11,0.047670530426895744,0.11486375727488468,0.01,305879.03,3,2018,2018-06-20,90.64736560099134
agosto 2018,Transporte,0.4512152996264537,0.4512152996264537,0.014899261256680025,0.296790946277499,0.02,140318.79,0.060707816036637115,0.17529555914870296,0.02,250716.44,4,2018,2018-08-20,90.86571318380062
outubro 2018,Transporte,0.44702874359039957,0.44702874359039957,0.0,0.29403720116155785,0.02,140318.79,0.04571457672776564,0.21938367356046326,0.02,208788.54,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Transporte,0.44729555269601157,0.44729555269601157,-0.00748266547563243,0.2867300317894387,0.02,147177.55,0.04586355859216181,0.2653781712981897,0.02,166749.09,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Transporte,0.44394699083759653,0.44394699083759653,0.2604986089170633,0.2604986089170633,0.03,169420.76,0.03518919835733282,0.03518919835733282,0.01,377501.59,1,2019,2019-02-20,92.35336841149692
abril 2019,Transporte,0.4381058692923986,0.4381058692923986,0.001736395213658897,0.25880755880854817,0.03,167795.76,0.030010797007488665,0.06473700228473446,0.01,349416.08,2,2019,2019-04-20,93.584685514989
junho 2019,Transporte,0.43749257802915226,0.43749257802915226,0.06590722183667547,0.32435248370787434,0.03,106030.23,0.04314228486837785,0.10778866376572399,0.01,308984.91,3,2019,2019-06-20,93.71587555770597
agosto 2019,Transporte,0.43618101465455283,0.43618101465455283,-0.008922561390018865,0.31445754276342275,0.02,114417.23,0.05338427949206139,0.16084980254479547,0.01,258804.93,4,2019,2019-08-20,93.99767211892802
outubro 2019,Transporte,0.4359191315733543,0.4359191315733543,0.0001679883482648536,0.3144367308030125,0.02,114259.23,0.05404346772724241,0.21479669605059,0.02,207974.81,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Transporte,0.4287084406463034,0.4287084406463034,-0.0052364226512122665,0.3039991001347318,0.02,119267.14,0.05227488785561335,0.2635185565779869,0.02,157981.15,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Transporte,0.9367433397189744,0.9367433397189744,0.2836166568747062,0.2836166568747062,0.03,627508.08,0.037463020261490995,0.037463020261490995,0.02,864006.45,1,2020,2020-02-20,96.07754459935659
abril 2020,Transporte,0.938989491001253,0.938989491001253,0.00173608723669565,0.28603280863975583,0.03,625844.08,0.040733447585366886,0.0782862978007315,0.01,824964.37,2,2020,2020-04-20,95.84771806554745
junho 2020,Transporte,0.9401070011742834,0.9401070011742834,0.03728206359513552,0.3236552856011097,0.03,590152.55,0.05291406879996139,0.1312935366894315,0.02,774307.73,3,2020,2020-06-20,95.73378337527687
agosto 2020,Transporte,0.9344744816917278,0.9344744816917278,0.0,0.3217161502691706,0.02,590152.55,0.052659454077043255,0.18316636392249513,0.02,723590.98,4,2020,2020-08-20,96.3108161467056
outubro 2020,Transporte,0.920508797941824,0.6513775951124664,0.0,0.3169081152720438,0.02,327017.55,0.05201011761903444,0.23243906755936244,0.02,409604.64,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Desporto e Lazer,19.408772500605497,19.408772500605497,3.4645652846426582,3.4645652846426582,0.49,13776469.12,1.5564490588149715,1.5564490588149715,0.7,15425162.21,1,2017,2017-02-20,86.40422777626367
abril 2017,Desporto e Lazer,19.333146218556887,19.333146218556887,2.8736033313020397,6.324668937313088,0.64,11283841.83,1.6552986992203376,3.2056830542776367,0.64,13989319.39,2,2017,2017-04-20,86.74221883194232
junho 2017,Desporto e Lazer,19.31754185624951,19.31754185624951,1.677957164482322,7.997521271756037,0.67,9827168.83,2.0783243123527995,5.281419963666837,0.65,12185078.51,3,2017,2017-06-20,86.81228763366008
agosto 2017,Desporto e Lazer,19.2345645142585,19.23559678069039,1.6823534676953968,9.645521866679882,0.7,8361278.79,1.9981410080606417,7.256874949158746,0.67,10443863.44,4,2017,2017-08-20,87.18679327295646
outubro 2017,Desporto e Lazer,19.123133296349337,19.124159582572755,1.6726071229980666,9.589642657760084,0.7,8361278.79,1.986565217721464,7.2148338406532835,0.67,10443863.44,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Desporto e Lazer,18.98568233361783,14.085966867849475,0.3997413112544071,11.493595720068708,0.66,2289834.17,2.182092352624923,11.315005150069375,0.68,2447582.72,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Desporto e Lazer,19.167105614427037,19.184388641044123,4.7798512660213035,4.7798512660213035,0.6,12801457.59,1.3784556572245783,1.3784556572245783,0.61,15824312.16,1,2018,2018-02-20,88.87100818799969
abril 2018,Desporto e Lazer,19.10772553789143,19.453064080864603,2.069498446595425,6.83454163779757,0.68,11249057.92,1.9053671561424967,3.2795523301718803,0.66,14418230.92,2,2018,2018-04-20,89.14718795924118
junho 2018,Desporto e Lazer,18.79150032332954,19.13112365155193,2.3296678022564676,9.051100509765142,0.76,9137275.43,2.22371870008096,5.448995751009428,0.7,12402488.5,3,2018,2018-06-20,90.64736560099134
agosto 2018,Desporto e Lazer,18.74634491179759,18.607524232819543,2.318825171974367,11.348176158747558,0.84,6596258.4,2.361630767877547,7.797532745567172,0.75,9822575.86,4,2018,2018-08-20,90.86571318380062
outubro 2018,Desporto e Lazer,18.572408825167965,18.43487617997775,1.640114824046006,12.88299806512224,0.85,5091999.25,2.7764526334868673,10.501636751227569,0.8,7276105.2,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Desporto e Lazer,18.58349376737527,17.171144531774555,1.1727704826610579,14.063457765178468,0.82,2848567.5,2.7070011887635634,13.214905841886104,0.8,3626367.07,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Desporto e Lazer,18.482271186846184,18.693571731002308,6.739633071385786,6.739633071385786,0.85,11039865.01,1.9228850236272783,1.9228850236272783,0.82,15488294.08,1,2019,2019-02-20,92.35336841149692
abril 2019,Desporto e Lazer,18.239095324273052,18.44761573434458,1.1459545267459736,7.796912560903269,0.76,9967427.07,2.20151173096587,4.099096875616028,0.8,13428016.25,2,2019,2019-04-20,93.584685514989
junho 2019,Desporto e Lazer,18.213562961901463,19.328788278615757,2.79633313395909,10.582331030875727,0.86,8196818.99,2.5058324814497253,6.599191154322485,0.8,11929653.4,3,2019,2019-06-20,93.71587555770597
agosto 2019,Desporto e Lazer,18.15896033936235,19.270842310947415,1.7757150495048188,12.326321204359774,0.88,6527688.18,2.63550155461898,9.214908927788011,0.83,9452343.29,4,2019,2019-08-20,93.99767211892802
outubro 2019,Desporto e Lazer,18.148057699574597,18.1716007030787,2.092447566288716,14.411368047397394,0.91,3536654.57,3.3015415126971677,12.510917809164935,0.89,5324106.74,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Desporto e Lazer,17.84786432534574,16.96976878652529,1.5241774887743431,15.69716205332092,0.87,1217071.35,2.7950000315554733,15.09897037041778,0.87,1789158.5,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Desporto e Lazer,17.67312026010468,19.768618577006382,6.657606703702997,6.657606703702997,0.8,12596738.28,1.7941107645787437,1.7941107645787437,0.72,17269465.76,1,2020,2020-02-20,96.07754459935659
abril 2020,Desporto e Lazer,17.71549739805797,19.81602036368889,1.552108772148996,8.225679284934333,0.77,11109077.44,1.6535634045206284,3.4519761417140025,0.65,15684562.97,2,2020,2020-04-20,95.84771806554745
junho 2020,Desporto e Lazer,17.736580965821346,19.626512885577952,2.736404242722663,10.971873073087583,0.87,8285414.13,1.88181254984773,5.337896957407509,0.64,13679032.62,3,2020,2020-06-20,95.73378337527687
agosto 2020,Desporto e Lazer,17.630314724085963,19.508923381335812,1.412450443704948,12.318587075337357,0.87,6925071.58,1.9882576605758533,7.294173355668629,0.67,11764125.44,4,2020,2020-08-20,96.3108161467056
outubro 2020,Desporto e Lazer,17.36683037574709,18.195218059073444,1.3665535889794231,13.501039873219344,0.86,4589592.6,2.219071919505801,9.404234146140897,0.7,8595122.11,5,2020,2020-10-20,97.77201500000001
fevereiro 2017,Encargos Especiais,49.295620244754936,48.022534392002036,24.111708635307348,24.111708635307348,3.39,20659964.35,6.781216233043647,6.781216233043647,3.06,35634242.48,1,2017,2017-02-20,86.40422777626367
abril 2017,Encargos Especiais,49.10353986047125,47.881528233060976,1.500369240636426,25.518126603246305,2.58,19398510.78,6.009104920521763,12.763898144513355,2.56,30461811.54,2,2017,2017-04-20,86.74221883194232
junho 2017,Encargos Especiais,49.063906920343676,47.991017326729434,9.992235173672126,35.48976533139315,2.97,10852622.84,13.766260832143152,26.519856851547125,3.29,18639605.59,3,2017,2017-06-20,86.81228763366008
agosto 2017,Encargos Especiais,48.85315585200175,47.784874791263505,4.759768623451838,40.097089797249915,2.92,6702733.21,5.872558156796147,32.27850055442887,3.0,13519510.45,4,2017,2017-08-20,87.18679327295646
outubro 2017,Encargos Especiais,48.570135841267465,47.50804363183278,4.732193951080967,39.8647961288693,2.92,6702733.21,5.838536783077544,32.0915021627369,3.0,13519510.45,5,2017,2017-10-20,87.69483400087707
dezembro 2017,Encargos Especiais,48.22102924728391,46.585566116744594,0.7023115115483919,43.20399129902563,2.5,2986935.56,5.6369761881639295,43.20399129902563,2.6,2986935.56,6,2017,2017-12-20,88.32971976100887
fevereiro 2018,Encargos Especiais,51.833551727637754,51.833551727637754,26.797346114968192,26.797346114968192,3.37,22249928.34,5.8328752263440204,5.8328752263440204,2.57,40881264.98,1,2018,2018-02-20,88.87100818799969
abril 2018,Encargos Especiais,51.67297034771449,52.80592812587995,15.862440816938998,42.5767682176961,4.21,9119008.41,13.198887748853851,19.013692611089155,3.8,30124827.71,2,2018,2018-04-20,89.14718795924118
junho 2018,Encargos Especiais,50.81780335764796,51.380423127807525,1.420539649953068,43.29267938435358,3.64,7331326.64,8.02154261383243,26.720566217685107,3.43,22353510.65,3,2018,2018-06-20,90.64736560099134
agosto 2018,Encargos Especiais,50.695689700713636,51.2569575124441,1.4835671154346133,44.67221549000798,3.29,5983272.8,8.402734543617923,35.059092042298914,3.36,14718305.98,4,2018,2018-08-20,90.86571318380062
outubro 2018,Encargos Especiais,50.22531481339453,50.89040635873634,2.1303125119259456,46.38804131773143,3.05,4129420.52,6.517767058985393,41.25156682167904,3.15,8840425.29,5,2018,2018-10-20,91.71669738885336
dezembro 2018,Encargos Especiais,50.25529179254091,51.117153955052736,1.5695239398380696,47.98525196002999,2.78,2870763.66,6.7089850457481335,47.98517286508469,2.89,2870836.16,6,2018,2018-12-20,91.66198893076003
fevereiro 2019,Encargos Especiais,55.495160470638304,55.495160470638304,41.26201023898565,41.26201023898565,5.21,13144793.67,8.745057087700754,8.745057087700754,3.73,43175295.21,1,2019,2019-02-20,92.35336841149692
abril 2019,Encargos Especiais,54.764996770536,54.764996770536,2.49684476380032,43.21596041856908,4.21,10808129.35,10.069370889204626,18.699367074538227,3.66,33751906.13,2,2019,2019-04-20,93.584685514989
junho 2019,Encargos Especiais,54.68833289450683,57.97291300612794,5.052217729198474,48.20768142125642,3.94,9151572.28,12.980100049867973,31.653290441419568,3.84,24665664.73,3,2019,2019-06-20,93.71587555770597
agosto 2019,Encargos Especiais,54.52438219443906,57.79911543049774,3.556043266444799,51.61920239749161,3.68,5808974.39,9.466146596420069,41.0245433218924,3.71,15767707.29,4,2019,2019-08-20,93.99767211892802
outubro 2019,Encargos Especiais,54.49164575536952,59.92274415157842,3.304078200549011,54.89228842892118,3.46,4731351.98,9.646667967271663,50.646580153353604,3.62,8724616.48,5,2019,2019-10-20,94.05414222592046
dezembro 2019,Encargos Especiais,53.59028037085395,59.8726083763425,3.6636231319042025,57.647919005621645,3.2,2127605.98,7.539281589719797,57.34809893445372,3.29,2414342.18,6,2019,2019-12-20,95.63609230130871
fevereiro 2020,Encargos Especiais,59.176158421913655,59.176158421913655,45.622964879863865,45.622964879863865,5.49,13021575.57,10.252777213527965,10.252777213527965,4.12,47004383.4,1,2020,2020-02-20,96.07754459935659
abril 2020,Encargos Especiais,59.318052789862485,59.403605165709266,3.247982542339746,48.980343536081506,4.59,9990458.42,11.013753653248965,21.291115283562842,3.99,36529951.85,2,2020,2020-04-20,95.84771806554745
junho 2020,Encargos Especiais,59.38864839084876,56.54042680817999,-1.0373282502657886,48.00130777226488,3.79,8174821.72,4.773785500657681,26.0902397663418,3.13,29151116.1,3,2020,2020-06-20,95.73378337527687
agosto 2020,Encargos Especiais,59.03282961842576,56.19128970682195,1.3345727213463823,49.048287378276825,3.46,6879483.84,7.204790985708363,33.13871473312369,3.05,22202123.1,4,2020,2020-08-20,96.3108161467056
outubro 2020,Encargos Especiais,58.15058634109157,53.3938977528488,2.7961049283887625,51.11136761372873,3.26,2231675.71,11.283402137104364,43.92686010409011,3.26,9256113.47,5,2020,2020-10-20,97.77201500000001
