,Data,Homens,Mulheres,Total Casos Confirmados,Total Casos Descartados,Total Casos Recuperados,Total Casos Suspeitos,Total Casos em Tratamento,Total Óbitos,Óbitos Diários,Casos Diários,Média Móvel Casos,Média Móvel Óbitos,Média Móvel Tratamento,Média Móvel Suspeitos
0,23/04/2020,5.0,7.0,62.0,223.0,38.0,176.0,21.0,3.0,,,,,,
1,24/04/2020,3.0,5.0,70.0,227.0,39.0,180.0,,4.0,1.0,8.0,,,,
2,25/04/2020,3.0,7.0,80.0,239.0,42.0,181.0,,5.0,1.0,10.0,,,,
3,26/04/2020,2.0,1.0,83.0,256.0,42.0,164.0,,5.0,0.0,3.0,,,,
4,28/04/2020,3.0,4.0,97.0,287.0,44.0,176.0,,10.0,5.0,14.0,,,,
5,29/04/2020,3.0,15.0,115.0,289.0,45.0,191.0,60.0,10.0,0.0,18.0,,,,
6,30/04/2020,1.0,2.0,118.0,296.0,51.0,195.0,57.0,10.0,0.0,3.0,,,,180.42857142857142
7,01/05/2020,2.0,12.0,132.0,310.0,61.0,211.0,60.0,11.0,1.0,14.0,10.0,1.1428571428571428,,185.42857142857142
8,02/05/2020,2.0,1.0,135.0,337.0,61.0,202.0,63.0,11.0,0.0,3.0,9.285714285714286,1.0,,188.57142857142858
9,03/05/2020,2.0,3.0,140.0,377.0,61.0,176.0,68.0,11.0,0.0,5.0,8.571428571428571,0.8571428571428571,,187.85714285714286
10,04/05/2020,5.0,7.0,152.0,386.0,63.0,169.0,76.0,13.0,2.0,12.0,9.857142857142858,1.1428571428571428,,188.57142857142858
11,05/05/2020,6.0,5.0,163.0,426.0,65.0,146.0,85.0,13.0,0.0,11.0,9.428571428571429,0.42857142857142855,67.0,184.28571428571428
12,06/05/2020,9.0,9.0,181.0,457.0,67.0,147.0,101.0,13.0,0.0,18.0,9.428571428571429,0.42857142857142855,72.85714285714286,178.0
13,07/05/2020,0.0,0.0,181.0,486.0,73.0,160.0,94.0,14.0,1.0,0.0,9.0,0.5714285714285714,78.14285714285714,173.0
14,08/05/2020,8.0,6.0,195.0,517.0,88.0,160.0,93.0,14.0,0.0,14.0,9.0,0.42857142857142855,82.85714285714286,165.71428571428572
15,09/05/2020,3.0,4.0,202.0,526.0,91.0,156.0,96.0,14.0,0.0,7.0,9.571428571428571,0.42857142857142855,87.57142857142857,159.14285714285714
16,10/05/2020,5.0,7.0,214.0,560.0,91.0,157.0,109.0,14.0,0.0,12.0,10.571428571428571,0.42857142857142855,93.42857142857143,156.42857142857142
17,11/05/2020,1.0,1.0,216.0,564.0,98.0,154.0,103.0,15.0,1.0,2.0,9.142857142857142,0.2857142857142857,97.28571428571429,154.28571428571428
18,12/05/2020,3.0,2.0,221.0,589.0,117.0,148.0,88.0,16.0,1.0,5.0,8.285714285714286,0.42857142857142855,97.71428571428571,154.57142857142858
19,13/05/2020,9.0,13.0,243.0,690.0,128.0,136.0,98.0,17.0,1.0,22.0,8.857142857142858,0.5714285714285714,97.28571428571429,153.0
20,14/05/2020,6.0,9.0,258.0,710.0,147.0,133.0,94.0,17.0,0.0,15.0,11.0,0.42857142857142855,97.28571428571429,149.14285714285714
21,15/05/2020,2.0,4.0,264.0,758.0,156.0,124.0,91.0,17.0,0.0,6.0,9.857142857142858,0.42857142857142855,97.0,144.0
22,16/05/2020,4.0,5.0,273.0,758.0,166.0,99.0,90.0,17.0,0.0,9.0,10.142857142857142,0.42857142857142855,96.14285714285714,135.85714285714286
23,17/05/2020,0.0,0.0,273.0,808.0,166.0,110.0,84.0,17.0,0.0,0.0,8.428571428571429,0.42857142857142855,92.57142857142857,129.14285714285714
24,18/05/2020,7.0,17.0,297.0,815.0,182.0,119.0,98.0,17.0,0.0,24.0,11.571428571428571,0.2857142857142857,91.85714285714286,124.14285714285714
25,19/05/2020,15.0,12.0,324.0,841.0,183.0,89.0,122.0,19.0,2.0,27.0,14.714285714285714,0.42857142857142855,96.71428571428571,115.71428571428571
26,20/05/2020,6.0,5.0,335.0,855.0,190.0,132.0,126.0,19.0,0.0,11.0,13.142857142857142,0.2857142857142857,100.71428571428571,115.14285714285714
27,21/05/2020,4.0,15.0,354.0,870.0,196.0,117.0,138.0,20.0,1.0,19.0,13.714285714285714,0.42857142857142855,107.0,112.85714285714286
28,22/05/2020,11.0,27.0,392.0,895.0,207.0,119.0,163.0,22.0,2.0,38.0,18.285714285714285,0.7142857142857143,117.28571428571429,112.14285714285714
29,23/05/2020,18.0,28.0,438.0,929.0,242.0,81.0,174.0,22.0,0.0,46.0,23.571428571428573,0.7142857142857143,129.28571428571428,109.57142857142857
30,24/05/2020,9.0,21.0,468.0,938.0,246.0,82.0,200.0,22.0,0.0,30.0,27.857142857142858,0.7142857142857143,145.85714285714286,105.57142857142857
31,25/05/2020,5.0,6.0,479.0,961.0,261.0,82.0,196.0,22.0,0.0,11.0,26.0,0.7142857142857143,159.85714285714286,100.28571428571429
32,26/05/2020,1.0,11.0,491.0,964.0,274.0,76.0,195.0,23.0,1.0,12.0,23.857142857142858,0.5714285714285714,170.28571428571428,98.42857142857143
33,27/05/2020,2.0,5.0,498.0,997.0,279.0,100.0,195.0,24.0,1.0,7.0,23.285714285714285,0.7142857142857143,180.14285714285714,93.85714285714286
34,28/05/2020,9.0,5.0,512.0,1009.0,308.0,105.0,179.0,25.0,1.0,14.0,22.571428571428573,0.7142857142857143,186.0,92.14285714285714
35,29/05/2020,12.0,9.0,534.0,1051.0,317.0,115.0,191.0,26.0,1.0,22.0,20.285714285714285,0.5714285714285714,190.0,91.57142857142857
36,30/05/2020,10.0,5.0,549.0,1534.0,337.0,158.0,196.0,29.0,3.0,15.0,15.857142857142858,1.0,193.14285714285714,102.57142857142857
37,31/05/2020,8.0,7.0,564.0,1534.0,333.0,181.0,202.0,29.0,0.0,15.0,13.714285714285714,1.0,193.42857142857142,116.71428571428571
38,01/06/2020,34.0,42.0,640.0,1536.0,363.0,230.0,248.0,29.0,0.0,76.0,23.0,1.0,200.85714285714286,137.85714285714286
39,02/06/2020,7.0,18.0,665.0,1722.0,397.0,280.0,234.0,34.0,5.0,25.0,24.857142857142858,1.5714285714285714,206.42857142857142,167.0
40,03/06/2020,18.0,14.0,697.0,1759.0,421.0,283.0,238.0,38.0,4.0,32.0,28.428571428571427,2.0,212.57142857142858,193.14285714285714
41,04/06/2020,6.0,8.0,711.0,1772.0,473.0,261.0,199.0,39.0,1.0,14.0,28.428571428571427,2.0,215.42857142857142,215.42857142857142
42,05/06/2020,13.0,54.0,778.0,1840.0,499.0,300.0,240.0,40.0,1.0,67.0,34.857142857142854,2.0,222.42857142857142,241.85714285714286
43,06/06/2020,65.0,48.0,891.0,1863.0,544.0,281.0,307.0,40.0,0.0,113.0,48.857142857142854,1.5714285714285714,238.28571428571428,259.42857142857144
44,07/06/2020,2.0,37.0,930.0,1876.0,558.0,270.0,332.0,40.0,0.0,39.0,52.285714285714285,1.5714285714285714,256.85714285714283,272.14285714285717
45,08/06/2020,52.0,62.0,1044.0,1880.0,576.0,331.0,428.0,40.0,0.0,114.0,57.714285714285715,1.5714285714285714,282.57142857142856,286.57142857142856
46,09/06/2020,16.0,14.0,1074.0,1881.0,594.0,346.0,437.0,43.0,3.0,30.0,58.42857142857143,1.2857142857142858,311.57142857142856,296.0
47,10/06/2020,16.0,13.0,1103.0,2007.0,622.0,286.0,438.0,43.0,0.0,29.0,58.0,0.7142857142857143,340.14285714285717,296.42857142857144
48,11/06/2020,52.0,34.0,1189.0,2043.0,651.0,304.0,492.0,46.0,3.0,86.0,68.28571428571429,1.0,382.0,302.57142857142856
49,12/06/2020,33.0,27.0,1249.0,2057.0,675.0,370.0,528.0,48.0,2.0,60.0,67.28571428571429,1.1428571428571428,423.14285714285717,312.57142857142856
50,13/06/2020,19.0,26.0,1294.0,2061.0,698.0,376.0,548.0,48.0,0.0,45.0,57.57142857142857,1.1428571428571428,457.57142857142856,326.14285714285717
51,14/06/2020,8.0,11.0,1313.0,2070.0,743.0,377.0,519.0,51.0,3.0,19.0,54.714285714285715,1.5714285714285714,484.2857142857143,341.42857142857144
52,15/06/2020,32.0,32.0,1377.0,2078.0,783.0,373.0,541.0,53.0,2.0,64.0,47.57142857142857,1.8571428571428572,500.42857142857144,347.42857142857144
53,16/06/2020,28.0,36.0,1441.0,2115.0,901.0,658.0,482.0,58.0,5.0,64.0,52.42857142857143,2.142857142857143,506.85714285714283,392.0
54,17/06/2020,22.0,22.0,1485.0,2148.0,916.0,714.0,506.0,63.0,5.0,44.0,54.57142857142857,2.857142857142857,516.5714285714286,453.14285714285717
55,18/06/2020,24.0,24.0,1533.0,2792.0,946.0,800.0,521.0,66.0,3.0,48.0,49.142857142857146,2.857142857142857,520.7142857142857,524.0
56,19/06/2020,36.0,36.0,1605.0,2944.0,1056.0,826.0,482.0,67.0,1.0,72.0,50.857142857142854,2.7142857142857144,514.1428571428571,589.1428571428571
57,20/06/2020,36.0,36.0,1677.0,3077.0,1132.0,780.0,475.0,70.0,3.0,72.0,54.714285714285715,3.142857142857143,503.7142857142857,646.8571428571429
58,21/06/2020,54.0,45.0,1776.0,3117.0,1160.0,733.0,543.0,73.0,3.0,99.0,66.14285714285714,3.142857142857143,507.14285714285717,697.7142857142857
59,22/06/2020,57.0,54.0,1887.0,3218.0,1193.0,737.0,618.0,76.0,3.0,111.0,72.85714285714286,3.2857142857142856,518.1428571428571,749.7142857142857
60,23/06/2020,22.0,25.0,1934.0,3475.0,1290.0,718.0,564.0,80.0,4.0,47.0,70.42857142857143,3.142857142857143,529.8571428571429,758.2857142857143
61,24/06/2020,41.0,49.0,2024.0,3517.0,1341.0,678.0,602.0,80.0,0.0,90.0,77.0,2.4285714285714284,543.5714285714286,753.1428571428571
62,25/06/2020,25.0,25.0,2074.0,3558.0,1381.0,821.0,611.0,82.0,2.0,50.0,77.28571428571429,2.2857142857142856,556.4285714285714,756.1428571428571
63,26/06/2020,73.0,57.0,2204.0,3564.0,1501.0,826.0,619.0,84.0,2.0,130.0,85.57142857142857,2.4285714285714284,576.0,756.1428571428571
64,27/06/2020,62.0,90.0,2355.0,3782.0,1549.0,826.0,718.0,88.0,4.0,151.0,96.85714285714286,2.5714285714285716,610.7142857142857,762.7142857142857
65,28/06/2020,115.0,65.0,2535.0,4027.0,1586.0,803.0,860.0,89.0,1.0,180.0,108.42857142857143,2.2857142857142856,656.0,772.7142857142857
66,29/06/2020,92.0,90.0,2717.0,4144.0,1739.0,870.0,886.0,92.0,3.0,182.0,118.57142857142857,2.2857142857142856,694.2857142857143,791.7142857142857
67,30/06/2020,68.0,73.0,2858.0,4220.0,1761.0,816.0,1004.0,93.0,1.0,141.0,132.0,1.8571428571428572,757.1428571428571,805.7142857142857
